Population [people]
0
0
0
0
0
697
760
392
759
2307
8531
12887
1055
305
878
981
1164
1102
986
457
376
564
376
481
1500
736
409
9582
55131
29747
2102
3924
1533
1666
9819
7848
1422
365
308
462
308
308
308
309
1481
464
0
2360
2746
22589
3669
2990
2007
1185
537
465
735
602
513
363
414
316
316
316
129
0
0
0
0
0
0
5
6
6
7
8
12
8
8
7
8
8
8
12
8
8
8
8
8
12
9
8
20
42
52
78
52
52
52
52
52
78
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
119
526
516
392
1352
819
812
777
1644
8190
1437
802
1382
1158
1217
416
564
431
570
612
602
420
2088
6410
6124
2149
2545
1982
3362
8353
8166
3454
309
347
462
308
294
269
271
720
440
1
2685
2927
1573
1224
1224
1836
1224
632
465
764
764
504
74
73
72
74
75
75
38
37
32
24
16
13
8
8
8
8
8
12
8
2
5
8
8
8
12
8
8
8
8
8
12
8
8
8
8
22
71
52
52
52
52
52
78
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
226
368
368
372
573
280
268
268
774
2735
4666
2529
10291
2056
1936
1079
658
593
594
602
602
460
477
806
1407
740
1551
3236
8360
14705
6555
870
1008
1018
1092
392
236
176
176
193
387
15467
9944
2867
1834
1224
1224
1814
361
345
495
764
711
106
44
44
44
44
44
64
21
17
8
8
8
12
8
8
8
8
8
12
8
4
6
8
8
8
12
8
8
8
8
8
12
8
8
8
8
8
18
37
52
52
52
52
78
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
58
360
545
552
866
898
1100
2177
1464
1161
2501
2621
1391
1290
1027
629
861
648
651
769
780
751
768
686
931
956
4821
28677
35201
21270
2962
2410
1245
264
756
419
264
264
264
264
414
11062
2477
1147
4508
6181
4187
1943
109
291
582
729
618
116
66
62
66
66
66
85
31
32
39
15
12
18
12
12
12
12
12
18
12
12
12
12
12
12
18
12
12
12
12
12
18
12
12
12
12
12
18
12
20
44
68
78
117
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
108
461
831
875
1407
2344
2225
602
903
1135
1500
1500
1178
184
357
432
432
443
514
631
1498
3885
694
6149
50365
88201
50851
5020
4036
5103
11318
9018
9757
4363
446
59
51
26
17
1907
103
48
48
573
317
528
167
64
64
64
64
89
44
18
26
44
44
66
44
44
44
33
11
12
8
8
8
8
8
12
8
8
8
8
8
8
12
8
8
8
8
8
12
8
8
8
8
8
12
8
8
8
8
22
71
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
49
779
568
568
644
1018
876
6142
605
843
830
761
168
259
428
760
667
735
12488
44133
3260
6613
64701
126487
146064
99155
16328
24109
8935
6937
5455
4115
1006
394
336
223
70
503
194
48
48
48
48
75
423
317
69
64
64
64
88
47
23
19
44
44
66
44
44
43
29
26
16
8
8
8
8
8
12
8
8
8
8
8
8
12
8
8
8
8
8
12
8
8
8
8
8
12
8
8
8
8
8
19
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
322
568
568
885
1927
1292
20268
12077
4686
4196
2420
880
252
332
1986
1996
1963
6713
60725
2384
48301
146862
143708
68865
8088
2858
7828
5686
2087
588
726
484
484
493
553
838
916
196
48
48
48
48
57
113
262
82
64
64
64
88
57
78
41
44
43
65
38
36
33
28
28
36
9
8
8
8
8
12
8
8
8
8
8
8
12
8
8
8
8
8
12
8
8
8
8
8
12
8
8
8
8
8
12
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
152
456
1758
4704
7470
34007
38217
13581
3420
8423
2132
1409
267
2661
2867
1657
4152
9122
1846
71764
195382
68154
10830
2847
1312
3615
2467
1349
1094
1311
771
832
889
945
1020
1032
217
48
48
48
48
50
90
60
62
64
64
64
101
77
80
73
31
28
42
28
28
28
28
28
42
24
9
8
8
10
13
8
8
8
13
18
15
19
19
25
27
16
8
12
8
8
8
8
2
7
8
8
8
8
8
12
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
8
481
1876
6469
42701
90164
19295
5134
2770
7065
2481
1341
3258
14849
4972
16920
903
444
438
50867
60129
9593
3892
1692
2002
1855
1574
3430
6127
1051
746
732
1076
1149
967
655
74
88
212
74
54
90
60
60
60
67
72
111
80
80
78
40
28
42
28
28
28
28
28
42
16
8
8
8
18
39
18
23
21
27
28
28
42
28
28
28
27
12
12
8
8
8
8
7
9
8
8
8
8
8
12
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
139
569
2994
13142
53833
32803
15626
27418
8506
83825
4880
29937
110073
49504
969
1399
992
1454
3587
12249
6951
7019
4557
3326
3082
2959
3304
3430
1275
1242
1340
1477
1008
624
930
586
599
606
440
95
135
90
90
90
90
99
173
120
120
120
72
42
63
42
42
42
42
41
33
12
12
12
12
26
63
42
42
42
42
42
42
63
42
42
42
42
41
24
12
12
12
12
12
18
12
12
12
12
12
18
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
80
498
1113
4525
34402
7490
1972
1524
11430
6338
10776
20338
1297
752
1129
984
1250
1268
6121
4397
4051
1296
1507
1847
1768
1573
1799
1182
1162
1139
587
420
417
609
404
404
404
401
104
90
60
60
60
60
60
92
75
74
55
29
28
42
28
28
28
26
11
12
8
8
8
8
14
41
28
28
28
28
28
28
42
28
28
28
28
28
22
8
8
8
8
8
12
8
8
8
8
8
12
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
22
537
744
2459
18184
23032
3870
3092
99692
35659
3193
24
267
752
1236
1177
1186
1162
5512
61628
10712
1296
1307
1723
1766
1766
2053
1125
1121
691
420
420
409
606
404
390
353
227
136
152
70
60
60
60
60
90
60
45
29
28
28
42
28
28
24
10
8
12
8
8
8
8
8
24
28
28
28
28
28
28
42
28
28
28
28
28
40
17
9
8
8
8
12
8
8
7
8
8
12
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
197
381
788
2006
15185
40531
3652
1421
53034
35694
17824
14179
57838
35889
22589
2591
741
725
47333
82280
9792
1033
1012
1134
1452
1347
1861
1130
869
3785
6791
464
407
606
358
163
140
140
140
210
139
75
60
48
15
32
60
60
53
32
28
42
28
22
9
8
8
12
8
8
8
8
8
12
18
28
28
28
28
28
42
28
28
28
28
28
42
28
26
10
6
6
9
6
6
2
4
6
9
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
26
0
230
2488
9338
81819
25966
97592
106372
8306
108534
126913
27436
49030
60259
8478
873
364
25073
144932
31329
896
896
933
982
1097
1680
1407
2802
8019
4765
1063
1016
1395
618
140
140
140
140
210
140
90
60
48
27
60
60
60
60
58
40
42
21
8
8
8
8
12
8
8
8
8
8
12
8
28
28
28
28
28
42
28
28
28
28
28
42
28
28
10
4
4
6
4
4
0
2
4
6
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
466
991
38677
20878
2660
226032
38009
69934
36610
5594
5586
12317
4573
1163
364
364
19557
14892
1601
1535
1179
960
976
1549
838
1958
3480
1345
374
756
1153
241
140
140
142
160
236
142
139
94
60
60
90
60
60
60
60
60
55
8
8
8
8
8
12
8
8
8
8
8
12
8
25
10
10
10
10
15
10
10
10
18
28
42
28
28
10
4
4
6
4
4
0
0
4
7
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
171
334
118
0
0
0
0
23047
394880
159103
310370
147084
12287
37976
30751
5687
7316
2046
3037
18012
3230
15334
55752
4774
9068
4682
15919
960
1409
923
812
815
523
178
221
366
166
154
152
166
176
264
176
201
88
60
60
90
60
60
60
60
60
90
38
10
8
8
8
12
8
8
8
8
8
12
8
24
0
0
0
0
0
0
0
0
4
13
42
28
28
10
4
4
6
4
4
4
4
4
6
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
32
351
631
99
0
0
0
9115
447215
125847
18591
155866
243346
26720
94735
43569
63443
1488
3448
46425
3654
2051
13752
35474
147475
68123
4361
3277
5426
3841
1773
1026
618
480
448
672
574
855
544
269
264
577
773
585
250
249
2305
2981
90
90
90
90
90
135
90
81
45
15
12
18
12
12
12
12
12
18
12
51
0
0
0
0
0
0
0
0
0
2
15
10
10
12
10
6
9
6
6
6
6
6
9
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
4995
40371
87910
103833
2372
89171
144252
21831
1442
1750
994
1108
1164
1029
618
2278
5251
66415
31210
5196
1511
1472
688
380
225
323
380
367
549
611
650
650
240
265
873
339
192
192
192
713
2654
60
60
60
60
60
90
60
60
60
53
18
12
8
8
8
8
8
12
8
38
0
0
0
0
0
0
0
0
0
0
0
0
0
8
12
11
7
4
4
4
4
4
12
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
1553
6106
13093
177090
67550
15884
76809
56031
3246
1438
717
736
837
567
552
7937
4565
2225
8908
64870
3524
3401
806
235
196
322
382
382
573
540
652
652
295
471
858
197
192
190
120
61
90
60
63
64
64
64
97
72
72
72
72
74
33
8
8
8
8
8
12
8
43
8
0
0
0
0
0
0
0
0
0
0
0
0
8
12
12
16
5
4
6
10
12
18
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
992
4293
27090
96441
122103
61013
95824
93499
2292
44
44
245
450
482
3413
999
1535
4199
4535
6615
10515
4335
576
750
926
386
384
576
512
658
714
609
616
531
192
182
96
60
60
90
60
111
124
124
277
848
276
276
276
276
148
47
16
8
8
8
8
12
8
40
0
0
0
0
0
0
0
0
0
0
0
0
0
8
12
12
18
12
8
12
12
12
18
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
684
3171
7243
83195
260521
212550
302938
40736
44
44
47
133
136
204
1358
7667
3235
4004
5605
32192
21238
51132
1987
1136
718
384
576
493
827
841
2340
3525
293
192
88
60
60
60
90
60
92
121
124
756
8073
276
276
217
145
32
48
32
23
9
8
8
12
8
44
14
0
0
0
0
0
0
0
0
0
0
0
0
8
12
12
18
12
12
12
12
12
18
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
1
766
1204
1698
8151
82044
162638
186703
46710
44
44
75
138
138
211
855
1203
940
991
1027
1545
6205
13020
1411
1138
1083
612
692
828
876
876
897
1056
288
191
70
60
60
60
90
60
60
101
124
124
225
275
210
51
32
32
48
32
32
27
13
8
12
8
44
42
11
0
0
0
0
0
0
0
0
0
0
0
8
12
12
18
12
12
12
12
12
18
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
371
1021
7120
11832
9214
6789
15669
15053
33636
3654
66
110
110
742
1066
1089
1448
8433
2121
3762
1597
1403
1968
8752
5193
2643
2878
1320
1320
1171
788
426
819
195
91
90
90
90
135
90
90
117
192
125
157
125
52
48
48
48
72
48
48
48
47
34
23
12
66
66
66
52
29
9
0
0
0
0
0
0
0
0
14
18
18
27
18
18
18
18
18
27
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
117
1849
14621
23659
8382
7202
3437
22147
18294
381
44
44
268
208
208
2215
18067
2297
3993
1096
237
2002
2053
2396
3514
7135
3787
1431
302
326
627
1042
152
60
60
60
60
90
60
60
60
130
188
92
32
32
32
32
32
48
32
32
32
32
27
26
8
44
44
44
44
44
62
17
0
0
0
0
0
0
0
8
12
12
18
12
12
12
12
12
18
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
415
15962
83412
25776
13661
49136
9108
12372
994
572
575
440
210
210
210
210
797
2130
612
443
229
348
2521
6746
49616
4435
4324
7873
2986
752
1128
568
646
317
61
60
90
60
76
120
188
196
167
32
32
32
32
32
48
32
32
32
25
4
6
4
32
44
44
44
44
66
40
0
0
0
0
0
0
0
10
12
12
18
12
12
12
12
12
18
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
3388
31311
6033
1915
8466
28022
950
975
212
212
212
213
296
563
2756
2234
198
196
317
1348
2065
10289
23996
63038
12162
2700
1138
752
523
460
270
105
139
103
192
196
196
196
229
32
32
32
32
32
48
32
32
32
16
4
6
4
4
23
44
44
44
66
39
4
1
0
0
0
0
0
11
16
21
33
22
22
22
22
22
33
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
268
21316
9156
3649
2570
8797
266
328
163
189
219
380
467
681
1909
1805
527
427
568
1501
5277
24816
140002
166565
55000
4596
2912
338
198
196
196
196
294
196
196
196
196
196
205
32
32
32
32
32
48
32
32
31
10
4
6
4
4
4
13
42
48
72
48
48
8
0
0
0
0
0
40
56
56
84
56
56
56
56
56
84
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
9806
47990
113625
4374
2187
161
148
222
148
148
185
524
606
909
606
606
676
777
884
2308
8164
2825
33794
101908
21138
20040
10445
947
196
196
196
196
234
150
150
151
151
148
175
33
35
36
33
32
48
32
32
22
4
4
6
4
4
4
4
7
34
72
48
48
10
2
4
68
0
112
103
56
56
84
56
56
56
56
56
84
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
856
56328
49372
23509
19121
5290
3833
2925
454
333
222
222
222
253
554
1327
912
912
1036
1104
1118
1297
2241
1606
5191
5990
12746
31990
39046
20443
10526
4632
222
222
325
216
216
216
212
145
162
78
54
54
53
48
72
48
45
16
6
6
9
6
6
6
6
6
6
53
70
72
72
72
608
2395
775
1399
667
295
348
303
84
84
84
84
84
126
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
4193
3693
3476
2112
2529
2168
1970
1283
570
148
148
148
148
148
432
608
608
694
736
736
736
1620
1541
3541
2421
2210
5956
6728
10553
6291
3773
307
144
216
144
144
144
128
72
108
72
41
36
27
1
39
32
32
15
4
4
6
4
4
4
4
4
4
6
10
40
48
48
656
1680
1120
1120
779
664
664
962
334
67
56
56
56
84
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
72
1057
1544
1066
1587
1752
1747
2734
4641
187
148
148
148
148
276
489
416
295
346
581
1106
2186
2003
1765
1505
1316
1077
3006
2810
3284
4382
6749
2820
216
144
144
144
129
72
108
72
66
43
33
0
32
32
29
4
4
4
6
4
4
4
4
4
4
6
4
6
32
61
894
1686
1124
1124
780
664
664
996
664
404
59
56
56
84
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
35
148
817
1043
1628
1688
1688
3940
3858
820
155
215
151
146
213
128
128
128
128
671
1304
1971
4525
6396
20743
46596
11183
2815
32881
67410
14863
8549
946
216
144
144
131
105
72
108
72
72
60
34
17
57
36
34
34
27
17
6
4
4
4
4
4
4
6
4
4
4
21
254
1638
1124
1124
778
666
666
999
666
666
6702
20051
11262
3626
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
56
227
376
1153
1432
1195
2723
2643
1008
842
973
744
194
175
128
128
128
128
742
1304
1956
2689
2013
1704
504
504
1654
21958
13747
9229
13421
2160
145
129
92
72
72
72
108
72
72
60
40
40
60
40
40
40
40
39
14
4
4
4
4
4
4
6
4
4
4
4
13
1390
1124
1124
775
668
668
1002
668
668
33677
80049
41044
83165
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
38
139
148
890
1010
1025
1515
1010
817
666
379
171
165
128
128
11792
128
715
1308
1726
521
520
514
506
1102
1708
16092
12851
2828
6723
4136
1521
72
72
72
72
72
108
72
72
72
45
40
60
40
40
40
40
40
39
7
4
4
4
4
4
6
4
4
4
4
4
381
1070
1128
774
668
668
1002
668
668
56517
176301
170813
270950
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
47
111
160
212
389
930
282
161
132
132
132
209
172
190
682
192
733
2078
1824
786
786
786
786
19320
3182
2143
2424
2630
7684
50842
14108
818
108
108
108
108
162
108
108
108
80
60
90
60
60
60
60
60
90
24
6
6
6
6
6
9
6
6
6
6
6
9
182
998
1124
1002
1002
1503
1002
1002
1002
81019
121471
220468
