Fault distance [km]
69.38
74.94
82.43
80.31
71.11
61.82
52.57
43.37
31.91
20.38
11.25
3.15
7.32
16.46
27.94
39.41
48.68
57.92
67.07
67.52
56.2
44.91
36.09
27.41
19.17
11.17
4.22
7.19
18.12
27.26
36.48
45.7
54.98
66.5
75.85
70.59
61.96
53.63
45.52
35.59
24.93
15.85
7.26
2.68
1.75
6.48
8.97
2.2
2.07
2.33
8.78
19.8
31.27
40.41
49.71
58.9
68.11
79.68
90.61
97.47
103.42
109.63
116.08
122.97
131.94
141.4
149.11
157.1
165.03
173.26
183.41
193.27
201.14
209.3
217.49
225.59
236
246.59
255.05
263.46
272.09
280.65
291.3
0
0
0
0
0
0
0
0
0
0
0
0
0
0
15.15
30.83
30.76
22.91
14.07
4.68
7.02
15.2
22.22
28.61
35.89
44.53
47.75
50.48
54.67
59.94
66.23
74.94
79.7
71.35
62.18
53.01
43.9
32.55
21.58
13.17
6.65
9.1
17.18
28.24
39.64
48.71
57.88
67.1
66.63
55.06
43.55
34.35
25.2
16.08
7.42
3.16
10.15
20.61
29.51
38.44
47.48
55.89
62.95
67.81
70.71
66.89
58.65
50.03
39.21
28.84
20.84
13.08
5.43
2.04
8.52
4.55
1.71
1.37
1.97
9.63
20.74
31.93
41.03
50.12
59.32
68.48
80
91.48
100.75
109.62
117.38
124.4
130.79
139.35
148.28
155.7
163.16
171.02
178.86
188.88
199.07
207.11
215.13
223.02
231.13
241.27
251.5
259.89
268.23
276.58
285.15
295.77
0
0
0
0
0
0
0
0
0
0
0
0
0
0
10
20.63
25.48
26.44
19.53
11.5
9.07
8.82
14.16
21.91
30.03
35.25
36.49
39.95
45.14
51.57
58.64
68.26
77.65
73.38
64.42
55.61
47.07
36.72
27.08
20.7
17.24
18.06
23.21
32.3
42.54
51.13
59.96
68.88
67.62
56.26
44.96
36.14
27.61
19.62
13.6
12.08
17.63
25.67
33.33
41.66
47.64
49.49
52.65
57.43
62.17
66.95
62.74
54.54
44.28
33.44
24.76
16.67
10.09
4.6
4.09
9.38
6.66
1.53
2.21
9.77
21.19
32.69
41.9
51.2
60.39
69.63
81.17
92.57
101.47
110.21
119.09
127.89
136.42
146.2
155.56
162.71
170.06
177.35
185.05
194.78
204.64
212.78
220.91
229.08
236.91
246.92
256.97
264.98
273.33
281.55
289.86
300.39
0
0
0
0
0
0
0
0
0
0
0
0
0
0
4.54
13.41
18.97
24.61
25.36
17.86
7.78
2.58
9.38
17.55
25.65
26.38
27.72
32.29
38.43
45.69
53.53
63.87
74.52
76.17
67.71
59.4
51.37
41.84
33.64
28.7
26.25
27.09
30.53
37.97
46.94
54.89
63.2
71.69
69.76
58.88
48.26
40.07
32.56
26.23
22.03
21.15
25.08
32.3
38.2
40.66
39.53
40.34
44.14
49.31
54.7
60.94
65.22
58.25
47.53
37.12
29.5
23.14
17.42
12.39
11.17
13.63
6.62
1.88
6.47
12.87
22.76
33.71
42.68
51.52
60.18
68.7
79.27
90
98.63
107.41
116.31
125.21
134.25
145.41
156.73
165.67
174.32
182.49
190.38
199.82
209.53
217.35
225.43
233.35
241.62
251.64
261.52
269.57
277.55
285.82
293.99
304.35
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
5.36
12.07
18.91
25.72
21.49
11.31
3.52
6.32
15.15
20.55
17.23
19.44
25.46
32.95
41.11
49.63
60.6
71.69
78.17
72.01
64.13
56.69
48.23
41.18
37.33
35.42
36.31
38.9
44.78
52.66
59.89
67.51
75.47
73.09
62.8
52.93
45.7
39.22
34.17
30.97
30.33
33.16
38.18
36.03
32.09
30.48
31.46
35.72
41.67
47.96
54.98
62.59
61.89
51.81
42.5
36.09
30.36
24.71
21.08
19.08
11.91
3.62
1.29
5.06
12.14
22
32.55
40.36
48.25
56.51
65.04
75.92
86.97
96.01
105.01
114.1
123.15
132.31
143.63
155.02
164.16
173.37
182.57
191.81
203.1
213.89
222.13
230.04
238.09
246.04
256.2
266.25
274.36
282.24
290.29
298.34
308.47
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
2.44
6.3
13.11
19.85
24.04
15.76
9.86
10.68
17.21
15.42
8.5
12.62
20.49
29.18
38.02
47.03
58.39
69.85
78.74
76.98
69.7
62.93
55.44
49.41
46.15
44.65
45.43
47.41
52.47
59.34
65.71
72.8
80.13
77.37
67.71
58.79
52.24
46.77
42.5
40.03
39.51
40.75
35.77
28.81
23.44
21.29
22.53
27.61
34.79
42.1
49.93
58.34
64.52
57.41
49.25
43.42
37.63
32.73
30.06
23.14
12.38
4.59
1.56
1.69
8.39
18.33
27.66
35.83
44.51
53.32
62.33
73.65
85.02
94.23
103.38
112.57
121.81
130.98
142.47
153.94
163.2
172.39
181.68
190.82
202.4
213.99
223.18
232.49
241.43
250.16
260.64
270.73
278.85
287.03
294.93
302.89
312.93
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.69
1.78
7.02
13.87
22.05
22.15
18.65
19.13
21.09
13.67
4.33
9.46
18.49
27.67
36.9
46.07
57.65
69.3
77.81
79.96
75.85
69.88
63.07
57.86
55.12
53.92
54.39
56.31
60.51
66.51
72.32
78.85
85.44
82.53
73.5
65.25
59.61
54.7
51.24
49.27
48.39
41.92
31.26
22.76
15.85
12.23
14.02
20.32
29.3
37.76
46.21
55.28
64.04
63.64
56.4
50.52
45.3
41.37
36.79
26.74
16.52
8.28
2.27
1.93
5.09
13.26
24.21
33.32
42.49
51.71
60.91
72.45
83.92
93.26
102.44
111.71
120.89
130.29
141.88
153.4
162.72
171.9
181.23
190.4
202.02
213.53
222.82
232.03
241.35
250.56
262.14
273.64
282.56
291.07
299.53
307.68
317.65
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.29
0.47
3.82
7.95
14.67
22.61
26.6
29.48
26.24
18.6
12.52
14.91
21.89
30.12
38.67
47.56
58.79
67.09
68.78
70.22
72.8
74.55
72.75
68.76
66.48
65.46
65.82
67.57
70.95
76.05
81.43
87.15
93.08
89.83
81.7
74.32
69.39
65.32
62.31
59.07
52.05
40.65
29.01
19.92
11.06
3.94
4.9
14.67
25.71
34.91
44.01
53.35
62.49
70.18
65.46
60.03
55.19
49.12
40.57
29.27
17.76
8.84
1.91
1.64
2.37
12.14
23.46
32.79
42.01
51.2
60.47
72.06
83.69
92.86
102.11
111.36
120.58
129.93
141.48
153.1
162.26
171.56
180.75
190.1
201.61
213.23
222.46
231.75
240.99
250.25
261.82
273.45
282.62
291.95
301.2
310.38
321.65
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
2.86
8.21
14.61
20.97
27.61
31.32
27.21
23.57
24.92
29.49
35.95
43.43
51.46
57.77
56.97
57.26
59.09
62.03
66.37
73.06
78.11
77.89
76.99
77.31
78.8
81.76
86.24
90.79
96.1
101.34
98.07
90.62
84.03
79.61
76.11
71.06
62.26
53.26
42.06
31.03
22.78
15.16
9.1
7.71
15.94
26.48
35.5
44.47
53.65
62.8
73.82
74.69
68.62
60.08
50.98
41.94
30.87
20.19
12.55
7.81
4.34
3.12
12.41
23.96
33.09
42.38
51.5
60.7
72.35
83.81
93.14
102.38
111.61
120.83
130.05
141.68
153.2
162.38
171.75
180.98
190.2
201.79
213.31
222.59
231.87
241.12
250.42
261.94
273.5
282.76
292.01
301.26
310.55
322.11
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
4
9.38
14.51
21.05
27.42
32.32
32.53
33.77
37.08
42.5
48.97
53.03
49.99
47.82
48.09
50.14
53.72
58.73
66.1
74.6
81.52
85.53
86.44
87.9
90.6
94.63
98.84
103.76
108.42
104.96
98.07
91.96
88.06
82.18
73.52
64.71
55.97
45.39
35.55
28.24
21.95
16.93
16.35
21.57
30.5
38.66
46.88
55.72
64.71
75.74
79.83
71.11
62.31
53.54
44.98
34.77
25.66
19.75
15.97
9.46
5.02
13.5
24.58
33.67
42.87
52.13
61.25
72.84
84.36
93.61
102.85
112.12
121.33
130.54
142.19
153.66
163.01
172.22
181.46
190.72
202.3
213.81
223.07
232.31
241.61
250.77
262.39
273.94
283.16
292.47
301.63
310.94
322.54
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
6.17
10.13
15.88
20.62
27.24
35.13
41.49
45.31
49.84
51.32
46.32
41.16
38.66
39
41.47
45.71
51.38
59.78
68.9
76.81
84.97
92.49
96.4
99.41
103.17
107.1
111.56
115.68
112.28
105.85
100.19
93.74
85.18
76.64
68.17
59.97
50.31
41.39
34.94
29.39
25.77
25.5
29.08
36.26
43.41
51.05
59.11
67.65
78.34
82.65
74.09
65.66
57.51
49.42
40.44
32.64
27.9
22.15
15.85
13.42
18.52
27.66
36.01
44.72
53.59
62.63
73.98
85.4
94.49
103.66
112.81
122.07
131.2
142.82
154.24
163.59
172.72
182.02
191.23
202.79
214.34
223.61
232.79
242.04
251.32
262.84
274.48
283.69
292.93
302.16
311.49
322.95
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
12
15.49
20.65
29.41
38.58
45.45
50.88
45.76
39.21
32.77
29.46
29.9
33.12
38.26
44.91
54.2
64.35
72.63
81.23
88.57
93.52
99.99
106.69
112.39
117.82
122.77
119.85
113.78
105.7
97.28
88.96
80.73
72.68
65.08
56.15
48.24
42.19
37.56
34.79
34.48
37.39
43.15
49.48
56.33
63.84
71.76
81.54
84.81
78.04
70
62.45
55.2
46.95
40.39
34.94
28.47
24.12
22.49
26.03
33.09
40.26
48.25
56.73
65.29
76.17
87.3
96.28
105.31
114.4
123.45
132.54
143.95
155.42
164.58
173.74
182.94
192.04
203.64
215.14
224.33
233.52
242.74
251.92
263.52
275.06
284.29
293.53
302.78
311.98
323.55
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
12.17
15.85
23.75
32.3
39.19
44.21
40.29
32.88
24.72
20.36
21.01
25.29
31.89
39.53
49.85
60.53
69.2
76.36
80.85
85.69
92.65
100.26
106.8
113.54
120.44
125.61
119.86
109.64
101.35
93.33
85.46
78.12
70.98
62.66
55.18
50.06
46.1
43.92
43.67
46.06
50.81
56.14
62.34
69.24
75.65
77.96
78.04
78.69
75.01
68.22
61.74
54.43
47.85
41.62
36.39
32.85
31.78
34.29
39.95
46.17
53.3
60.93
68.93
79.38
90.17
98.85
107.69
116.51
125.49
134.48
145.71
157.01
166.09
175.19
184.35
193.42
204.89
216.28
225.5
234.57
243.85
252.96
264.51
275.99
285.2
294.35
303.53
312.82
324.32
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
10.78
16.55
24.59
31.4
34.8
31.1
26.96
17.17
9.35
10.89
17.97
26.29
34.81
45.58
56.05
62.28
66.25
70.92
76.38
83.99
92.07
98.93
106.04
113.59
121.23
124.18
115.24
107.43
99.8
92.5
85.54
78.99
71.47
64.67
60.28
57.15
55.35
55.2
57.2
60.89
65.54
69.22
70.04
68.26
66.45
66.56
68.01
69.52
67.89
65.35
61.95
56.43
51.01
46.76
44.14
43.46
45.12
49.69
54.76
60.92
67.71
75.07
84.82
94.88
103.2
111.65
120.29
128.93
137.67
148.76
159.9
168.77
177.7
186.69
195.74
207.02
218.4
227.37
236.57
245.62
254.76
266.18
277.55
286.73
295.89
305.03
314.23
325.68
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
2.49
8.25
16.74
23.77
25.97
20.54
19.65
14.45
3.94
4.82
13.38
21.99
30.43
40.37
48.5
51.83
56.21
61.62
67.57
75.77
84.38
91.83
99.47
107.3
115.5
124.7
121.53
114.07
106.93
100.29
94.07
87.6
80.71
74.7
70.99
68.32
66.86
66.58
68.5
69.64
67.14
63.22
59.86
57.06
54.93
55.01
56.76
58.51
56.84
55.43
55.68
57.82
59
57.54
55.55
55.02
56.36
60.02
64.3
69.51
75.68
82.23
91.24
100.62
108.56
116.63
124.88
133.29
141.76
152.51
163.34
172.14
180.9
189.77
198.54
209.76
221
229.94
238.9
248
256.91
268.29
279.64
288.67
297.81
306.9
316.08
327.43
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
3.14
3.24
10.88
17.76
20.38
14.32
10.84
14.05
6.59
3.35
10.25
17.94
25.59
34.91
39.96
43.56
48.63
54.6
60.91
69.51
78.81
86.71
94.85
103.18
111.63
122.31
126.78
120.2
113.36
107.09
100.86
94.91
88.43
83.07
79.78
77.43
76.14
75.7
72.54
65.16
59.51
54.75
51.27
48.29
45.67
45.89
47.65
49.8
47.81
46.17
46.4
49.18
53.19
58.35
62.5
64.16
65.41
68.53
72.34
76.99
82.56
88.69
97.09
105.99
113.47
121.3
129.21
137.25
145.59
156.05
166.63
175.29
183.88
192.62
201.4
212.35
223.41
232.29
241.2
250.19
259.17
270.35
281.61
290.67
299.68
308.74
317.78
329.11
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
2.14
1.71
5.43
11.73
16.69
8.63
1.13
9.49
9.98
2.78
5.19
12.85
20.93
28.42
31.27
35.7
41.62
47.89
54.72
64.12
74.06
82.41
90.9
99.49
108.29
119.31
129.36
126.4
120.06
113.91
107.93
102.45
96.61
91.63
88.67
86.37
83.38
77.08
67.51
58.44
52.04
46.7
42.51
39.38
36.54
36.84
38.74
41.28
38.8
36.98
37.37
40.73
45.42
51.42
58.14
65.11
72.43
77.24
80.69
84.99
89.95
95.61
103.46
111.87
118.99
126.39
133.97
141.87
149.85
160.13
170.43
178.82
187.35
195.87
204.56
215.41
226.29
235.03
243.79
252.66
261.61
272.73
283.89
292.84
301.81
310.79
319.79
331.05
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.48
2.06
7.83
13.11
12.48
1.13
4.57
9.97
7.64
3.34
10.29
18.7
20.13
22.97
28.54
34.78
41.71
49.38
59.68
70.4
79.05
87.86
96.72
105.64
116.94
128.27
132.52
127.03
120.97
115.37
110.32
104.73
100.29
96.43
89.76
81.3
72.74
62.48
52.64
45.41
39.01
34.17
30.72
27.52
27.63
29.95
33
30.16
27.91
28.23
32.56
38.45
45.14
52.21
59.88
69.33
78.5
85.63
91.91
97.49
102.91
110.17
118.15
124.86
131.96
139.29
146.87
154.67
164.56
174.66
182.88
191.18
199.6
208.07
218.73
229.47
238.15
246.84
255.57
264.34
275.38
286.4
295.24
304.16
313.1
322.08
333.29
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
2.61
5.97
3.92
6.5
3.4
4.81
10.4
9.87
11.79
14.88
11.2
15.45
21.64
28.87
36.87
45.39
56.34
67.47
76.5
85.6
94.71
103.85
115.34
126.84
135.4
133.91
128.21
123.06
118.24
112.84
105.01
96.26
87.2
78.2
69.38
58.46
47.82
39.76
32.32
26.1
22.04
18.4
18.52
21.59
25.6
21.7
18.75
19.51
25.36
32.03
39.22
47.03
54.49
63.65
73.32
81.48
89.87
98.36
106.66
116.1
124.73
131.18
137.97
145.09
152.28
159.78
169.41
179.22
187.16
195.31
203.54
211.79
222.39
233.01
241.5
250.1
258.72
267.42
278.25
289.22
298.1
306.93
315.73
324.57
335.66
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
7.36
14.4
8.97
1.32
5.99
7.23
5.09
10.06
4
8.71
16.27
24.9
33.87
42.98
54.44
65.89
75.07
84.28
93.54
102.79
114.36
125.96
135.16
140.45
135.91
130.95
125.5
115.37
103.91
94.73
85.57
76.37
67.18
55.81
44.53
35.72
27.23
19.39
13.57
9.66
9.66
13.88
18.88
14.2
9.77
11.3
19.02
26.53
34.47
41.65
49
58.92
69.23
77.71
86.38
95.08
103.99
115.13
126.34
135.14
143.29
150.9
158.07
165.27
174.55
184.12
191.94
199.84
207.9
216.01
226.34
236.81
245.12
253.62
262.19
270.71
281.49
292.33
301.07
309.83
318.51
327.29
338.34
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
3.54
7.87
3.02
0.11
2.36
4.33
5.81
8.61
4.43
6.6
15.28
24.41
33.58
42.8
54.35
65.87
75.11
84.31
93.51
102.7
114.11
125.02
133.35
141.24
143.13
135.52
126.38
114.8
103.22
94.01
84.79
75.54
66.29
54.71
43.09
33.75
24.52
15.36
6.67
2.41
1.66
6.31
13.89
9.56
2.51
4.03
13.11
20.15
27.23
35.08
43.4
54.18
65.23
74.17
83.18
92.29
101.28
112.76
124.14
133.29
142.47
151.54
160.74
169.54
180.13
190.24
198.11
205.98
213.8
221.72
231.75
241.94
250.2
258.4
266.89
275.25
285.87
296.53
305.14
313.7
322.23
329.71
337.55
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.77
1.92
6.33
8.57
9.24
3.52
4.1
3.79
10.33
13.49
19.6
27.39
35.91
44.69
55.91
67.31
76.19
84.89
93.04
100.84
110.13
119.62
127.55
135.55
142.11
135.93
126.58
114.94
103.41
94.26
85.04
75.91
66.75
55.29
43.97
34.7
25.81
17.37
10.52
8.15
4.88
3.13
10.98
8.67
1.51
3.43
5.99
13.41
22
30.97
40.04
51.47
62.86
72.04
81.25
90.36
99.54
110.95
122.45
131.6
140.77
150
159.01
167.96
178.92
190
198.85
207.46
215.88
224.08
234.56
244.97
253.37
261.81
270.33
278.81
289.54
300.28
308.38
314.22
318.56
322.75
328.1
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
2.2
2.99
3.58
11.04
14.46
8.79
3.17
4.71
15.13
21.88
26.3
32.5
39.42
46.66
56.03
65.51
73.05
80.4
87.76
95.28
104.88
114.87
123.12
131.34
138.18
136.32
127.6
116.15
104.64
95.5
86.45
77.4
68.44
57.45
46.55
37.97
30.08
23.28
18.63
16.62
9.56
3.78
9.8
10.1
2.84
3.57
2.81
11.22
20.38
29.5
38.63
50.18
61.55
70.75
79.97
89.15
98.53
109.96
121.14
130.04
138.7
147.51
156.28
165.14
176.14
186.88
195.15
203.48
211.84
220.23
230.89
241.56
250.21
258.84
267.5
276.26
287.26
297.63
302.43
306.2
310.15
314.41
320.09
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
3.05
3.78
5.06
11.58
13.94
10.06
9.72
17.87
26.49
27.62
30.28
35.3
41.6
50.77
60.06
67.39
74.81
82.34
90.27
100.35
110.69
118.78
125.68
129.96
131.51
128.66
117.93
106.68
97.7
88.65
79.93
71.42
60.85
50.81
43.07
36.28
30.88
27.59
23.24
14.58
11.32
14.49
14.82
9.03
7.69
4.1
11.06
19.98
29.03
38.18
49.7
61.22
70.32
79.27
87.97
96.52
107.31
118.28
127.09
135.95
144.83
153.67
162.16
172.41
182.75
191.12
199.59
208.09
216.6
227.39
238.22
246.96
255.76
264.64
273.42
283.83
290.21
293.97
297.89
301.8
306.26
312.09
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
6.2
9.33
2.35
4.63
10.36
15.24
17.89
21.81
19.59
18.72
22.3
28.59
35.94
45.24
54.46
61.94
69.58
77.62
85.87
96.24
106.18
112.67
118.6
120.94
122.43
124.57
119.99
109.26
100.68
92.09
83.51
75.27
65.45
56.16
49.19
43.5
39.11
36.3
29.1
22.23
20.39
22.41
21.85
17.2
13.36
9.25
12.61
20
28.53
37.35
48.29
58.99
67.48
75.99
84.57
93.36
104.42
115.54
124.55
133.24
141.54
149.79
157.97
168.32
178.85
187.47
196.01
204.72
213.34
224.31
235.32
244.17
252.95
261.87
270.45
277.31
281.71
285.44
289.54
293.82
298.21
304.14
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
8
13.97
8.47
3
3.82
9.35
14.98
17.96
11.13
9.95
15.59
23.28
30.51
39.68
48.97
56.96
65.14
73.52
81.9
91.67
99.6
105.85
110.58
111.71
113.49
115.78
118.58
112.65
104.33
96.1
88.01
80.13
70.96
62.48
56.46
51.45
47.88
43.66
36.16
30.86
29.52
30.96
28.84
21.64
10.7
3.04
8.38
17.33
26.07
34.32
44.68
55.37
64.08
73.06
81.88
90.86
101.99
112.69
120.94
129.01
137.19
145.52
153.88
164.58
175.37
184.14
192.79
201.6
210.46
221.56
232.61
241.37
250.09
258.1
264.26
268.72
273.27
277.07
281.22
285.57
290.22
296.34
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
7.56
15.34
10.68
4.18
2.61
5.25
10.49
7.56
4.62
9.17
16.14
23.44
33.2
43.47
51.87
60.31
68.45
75.52
83.29
91.12
97.27
99.3
100.26
102.15
104.86
109.21
113.18
109.62
102.03
94.58
87.24
78.8
71.38
66.23
61.95
58.05
52.33
46.08
42.04
40.96
39.08
31.05
21.89
10.68
1.71
5.81
13.14
21.19
29.93
41
52.3
61.2
69.88
78.48
86.79
97.02
107.27
115.45
123.85
132.42
140.91
149.69
160.63
171.69
180.44
189.42
198.25
207
217.91
228.64
236.67
243.87
249.86
253.78
257.98
262.7
266.7
270.95
275.52
280.38
286.56
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
8.93
15.63
12.51
8.08
4.34
2.84
8.87
5.8
2.61
9.42
17.57
28.13
38.76
47.23
54.58
60.77
66.93
74.75
82.84
87.17
87.7
88.94
90.96
94.01
98.84
104.63
109.74
108.56
101.84
95.24
87.55
80.81
76.33
72.48
67.11
61.78
56.52
53.36
50.45
42.21
33.56
24.62
13.35
2.81
1.93
9.36
18.39
27.27
38.05
48.44
56.75
65.11
73.26
81.42
91.65
102.32
110.94
119.61
128.38
137.15
146.11
157.35
168.43
177.06
185.66
194.23
202.89
213.53
222.48
229.06
235.56
239.82
242.95
247.38
252.28
256.41
260.86
265.65
270.57
277.07
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
8.42
7.08
4.86
3.03
3.68
2.51
6.04
2.65
5.34
13.79
24.57
34.98
41.53
47.63
53.83
60.01
68.16
75.85
78.35
78.47
79.78
82.14
85.36
90.75
97.16
102.85
108.69
108.2
102.15
95.01
88.85
84.75
80.11
74.59
69.81
65.3
61.46
53.56
44.67
35.6
26.69
15.98
7.38
2.49
6.85
15.34
23.59
34.02
44.41
52.54
60.64
68.88
77.38
88.16
99.21
108.01
116.88
125.79
134.73
143.51
154.33
165.04
173.65
182.17
190.93
199.39
207.89
215.79
222.54
227.92
231.02
234.38
238.89
243.96
248.29
252.81
257.79
262.85
269.53
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
10.76
5.41
2.19
3.58
2.71
10.77
20.88
28.47
34.58
40.77
46.89
53.57
61.33
68.47
68.93
69.3
70.76
73.32
77.12
82.87
89.81
95.94
102.61
109.35
109.14
102.7
97.09
92.9
87.48
82.34
78.03
73.5
64.79
55.86
47.21
38.53
30.47
21.58
13.58
5.4
3.24
11.24
19.63
29.91
40.04
48.2
56.66
65.56
74.19
85.43
